,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,H_MALE,H_FEMALE,STCODE,FIPSCODE,CTYNAME,FIPSCLASS
0,45157,21928,23229,17938,18529,3610,4217,98,107,81,157,5,9,196,210,391,340,1,1,Autauga County,H1
1,148141,72665,75476,63868,66214,7496,7850,418,397,221,348,16,22,646,645,1593,1375,1,3,Baldwin County,H1
2,29289,15259,14030,8054,7134,6957,6724,89,44,43,46,4,5,112,77,446,201,1,5,Barbour County,H1
3,20983,10843,10140,8018,7976,2726,2080,31,26,6,11,2,0,60,47,141,89,1,7,Bibb County,H1
4,52775,26362,26413,25587,25565,400,430,158,120,34,59,4,8,179,231,1825,1293,1,9,Blount County,H1
5,11261,5980,5281,1783,1262,4120,3955,38,7,9,13,1,1,29,43,313,146,1,11,Bullock County,H1
6,20607,9675,10932,5763,6270,3833,4571,21,24,23,25,0,0,35,42,84,75,1,13,Butler County,H1
7,110860,53018,57842,42356,45201,9653,11455,237,213,253,434,39,41,480,498,1036,900,1,15,Calhoun County,H1
8,35952,17047,18905,10588,11277,6307,7457,31,23,34,38,0,0,87,110,171,169,1,17,Chambers County,H1
9,24143,11855,12288,11063,11447,638,684,38,37,19,28,0,0,97,92,120,112,1,19,Cherokee County,H1
10,40460,20055,20405,17692,17846,2143,2329,59,53,39,54,4,2,118,121,843,468,1,21,Chilton County,H1
11,15342,7208,8134,4101,4389,3056,3697,14,10,5,4,0,0,32,34,49,60,1,23,Choctaw County,H1
12,27273,12906,14367,7383,7903,5403,6339,34,29,31,22,0,1,55,73,78,107,1,25,Clarke County,H1
13,14173,6945,7228,5793,5957,1077,1175,24,21,5,9,2,1,44,65,177,103,1,27,Clay County,H1
14,14376,7198,7178,6842,6773,283,312,22,22,6,16,0,1,45,54,149,83,1,29,Cleburne County,H1
15,43759,21330,22429,16786,17389,3861,4190,204,197,135,307,29,19,315,327,685,603,1,31,Coffee County,H1
16,54594,26152,28442,21590,23045,4145,4970,110,101,75,78,9,10,223,238,357,304,1,33,Colbert County,H1
17,13699,6463,7236,3693,3865,2703,3294,13,20,6,11,4,3,44,43,51,57,1,35,Conecuh County,H1
18,11539,5762,5777,3882,3747,1821,1967,18,21,0,6,0,1,41,35,115,39,1,37,Coosa County,H1
19,36661,17525,19136,15212,16363,2077,2508,87,102,33,46,4,1,112,116,151,162,1,39,Covington County,H1
20,13580,6435,7145,4846,5188,1507,1869,31,27,6,9,1,0,44,52,56,43,1,41,Crenshaw County,H1
21,77814,38409,39405,37368,38411,468,397,191,152,51,99,11,18,320,328,1249,793,1,43,Cullman County,H1
22,49070,24222,24848,18642,18480,4735,5368,163,132,181,399,43,38,458,431,867,883,1,45,Dale County,H1
23,44944,20451,24493,7478,8205,12768,16068,31,26,85,85,3,2,86,107,153,163,1,47,Dallas County,H1
24,65545,32117,33428,30848,32014,510,620,295,260,64,95,22,16,378,423,2653,2024,1,49,DeKalb County,H1
25,68822,34929,33893,26276,26488,8039,6767,147,150,107,157,16,9,344,322,473,436,1,51,Elmore County,H1
26,38319,19493,18826,12278,12331,6400,5613,579,595,52,53,5,5,179,229,200,200,1,53,Escambia County,H1
27,102815,49208,53607,41565,44518,6806,8242,162,181,243,211,30,19,402,436,1202,895,1,55,Etowah County,H1
28,18244,8838,9406,7746,8111,1028,1203,21,18,6,29,0,2,37,43,82,79,1,57,Fayette County,H1
29,30766,15144,15622,14317,14726,625,677,54,52,22,31,27,26,99,110,1671,996,1,59,Franklin County,H1
30,25458,12376,13082,10881,11378,1287,1498,103,95,11,23,5,2,89,86,289,193,1,61,Geneva County,H1
31,9840,4608,5232,972,977,3609,4229,7,5,5,7,0,0,15,14,27,31,1,63,Greene County,H1
32,18047,9118,8929,3763,3501,5293,5344,17,14,11,16,1,3,33,51,89,83,1,65,Hale County,H1
33,16326,7769,8557,5310,5574,2390,2898,18,16,3,7,3,1,45,61,147,138,1,67,Henry County,H1
